,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20
spark,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sparkle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
sparkled,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
sparkling,1,0,1,0,1,1,0,0,0,2,2,0,2,2,1,0,0,0,0,0
sparks,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0
sparrows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spasmodically,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spattered,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
speak,10,6,3,2,8,2,6,2,6,9,10,11,17,17,23,12,7,7,17,18
speak.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
speaker,1,0,0,0,0,0,1,0,0,1,2,1,0,1,0,4,2,2,1,0
speakers,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
speaking,4,2,4,5,5,3,8,4,9,3,4,5,9,9,10,20,10,10,7,15
speaks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0
speak—he,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
spears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
special,1,0,1,0,0,2,7,5,3,0,4,4,7,6,3,4,3,3,4,4
specially,2,0,0,0,0,0,0,1,1,0,3,1,1,0,1,1,0,1,2,3
specimen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
speck,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
spectacle,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,2
spectacled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
spectacles,2,2,2,2,4,0,0,2,1,3,4,1,2,4,2,3,2,0,3,0
spectators,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
speech,3,1,0,3,0,0,2,1,1,1,2,4,3,0,5,7,1,2,2,3
speeches,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
speeches—infected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
speed,0,0,0,0,0,0,0,1,2,4,0,0,5,2,0,0,4,1,0,2
speedy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
spell,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
spelling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
spells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spend,0,0,1,0,1,1,3,2,0,0,1,0,4,1,2,2,1,2,1,0
spending,2,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0
spends,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spendthrift,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spent,0,1,2,0,0,0,2,4,4,2,11,11,3,4,9,6,7,12,2,4
sphere,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
spheres,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
sphinx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
sphinxes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
spikes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spiking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spilled,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
spilt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spindle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spindles,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spine,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
spinning,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spiral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
spirit,1,0,0,0,0,1,0,0,0,2,3,1,3,0,5,0,6,4,8,10
spirited,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spirits,0,0,0,0,0,0,1,3,3,0,2,1,4,2,6,1,0,2,4,0
spiritual,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,2,0,9,6
spirituality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
spiritually,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spirituelle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spirituous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spite,2,1,1,0,7,2,1,0,4,2,4,6,6,3,2,4,6,2,9,7
spiteful,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
spitting,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
splashed,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
splashing,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,0,1,0,3
spleen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
splendid,1,2,4,2,1,3,1,0,5,5,2,2,6,4,6,2,3,4,1,10
splendidly,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
splendidly.,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
splinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
splintered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
splinters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
split,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
spluttered,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spluttering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spoil,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
spoiled,1,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1,1,0
spoiling,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
spoils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spoke,6,3,2,5,5,3,6,3,4,9,8,8,11,8,11,14,7,6,14,17
spoken,0,3,1,0,3,4,0,1,2,3,4,4,3,2,3,7,2,2,4,3
sponsor,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
sponsorship,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
spontaneously,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2
spoonfuls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spoons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sport,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
sportsman,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0
sportsmen,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
spot,0,1,0,0,2,2,0,3,4,3,0,0,7,0,3,0,12,6,2,9
spotless—but,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spots,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
spot—une,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sprain.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sprained,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sprang,0,0,0,0,1,1,1,0,0,5,0,0,3,0,1,3,1,1,1,1
sprawled,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sprawling,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sprays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spread,3,1,0,0,2,3,0,3,7,2,0,1,3,1,3,5,7,9,2,6
spreading,1,1,0,0,0,0,1,1,2,2,1,1,0,1,0,2,0,2,0,1
spree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sprees,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
spring,0,0,1,0,0,0,0,1,0,0,4,12,4,0,0,1,5,2,2,2
springing,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
springs,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,1,0
springtime,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
sprinkled,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1
sprinkling,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sprouted,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sprouting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
spruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sprung,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0
spun,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
spur,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
spurred,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0
spurring,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spurs,0,1,0,0,0,6,0,1,0,8,0,1,2,1,0,1,0,0,0,1
spurting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spy,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,2,1,1,0
spyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spyglass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
squadron,0,0,0,0,0,26,0,4,9,1,0,5,3,0,9,2,1,0,2,0
squadrons,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0
squadron—that,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
squadwon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square,0,0,0,0,0,0,0,0,2,0,0,4,1,1,0,2,1,3,1,0
square-set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
square.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
squared,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
squarely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
squares,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
square—for,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
squatted,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
squatting,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
squeaked,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
squeaking,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
squeaky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
squealed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
squealing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
squeals,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
squeeze,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
squeezed,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,2,0
squeezing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
squires,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
squirrel-fur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
squirrel-like,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sta,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stab,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
stabbed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
stables,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
stabling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stabs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
staccato,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
stacked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
staff,0,1,0,0,0,25,19,11,12,1,1,5,1,0,13,8,8,1,15,6
staff.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
staffs,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
staff—and,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stage,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,2,0,0,1,2
stagecoach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stages,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4
stage—who,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stagger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
staggered,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
staggering,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1
staid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
stain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
stained,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0
staining—I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
staircase,0,1,0,0,1,0,0,0,0,3,1,2,0,0,1,0,0,2,0,0
stairs,0,1,2,0,2,0,0,0,0,3,0,4,1,0,1,0,0,2,0,0
stake,0,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,3,1,0,1
stake.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staked,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
stakes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
staking,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stallion,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stallions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stalls,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,1
stammered,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
stammering,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stamp,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
stamped,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
stampede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
stamping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stand,0,0,0,0,1,1,2,0,3,3,3,3,6,2,4,6,3,2,2,5
standard,0,0,0,0,0,0,1,1,6,2,0,1,0,0,0,0,1,0,0,2
standards,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,9
standing,0,2,1,1,4,5,3,4,8,8,6,8,10,3,10,16,19,24,8,9
standpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stands,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
standstill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
stand—a,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
star,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0
star-shaped,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
starched,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stared,0,1,2,0,0,0,1,0,1,0,0,0,3,1,2,1,2,2,1,0
staring,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,5,0,0
stark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
starless,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
starlight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
starring,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
starry,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2
stars,1,0,0,0,1,0,0,0,0,0,0,0,2,3,2,2,0,2,2,3
start,2,0,1,0,0,1,2,1,2,0,1,0,1,3,1,3,2,0,6,2
start.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
started,1,2,0,0,0,2,0,1,9,0,1,1,8,2,2,1,4,6,7,4
starting,0,1,0,0,4,1,0,1,0,1,0,0,4,1,0,1,0,1,2,3
startle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
startled,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
startling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
starts,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
starvation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
starve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
starve.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
starved—who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
starving,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
starving.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
starving—and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
starwise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
state,1,0,4,1,7,1,1,3,6,1,11,14,4,3,12,5,7,16,9,13
state.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stated,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
stateliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
stately,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
statement,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
statements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
states,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
statesman,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
statesmen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
station,0,0,0,0,0,0,0,1,0,3,3,0,2,0,1,0,3,4,1,0
station.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stationary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
stationed,0,0,0,0,0,1,3,2,4,1,0,1,1,1,1,0,8,1,4,0
stationmasters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stations,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
statue,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
statues,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
statuesque,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stature,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
status,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
statutes,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
stay,0,0,1,0,0,0,3,1,3,3,2,5,3,4,6,4,4,5,2,8
stayed,0,1,0,1,0,0,3,3,0,2,0,1,3,2,2,3,0,2,5,3
staying,2,1,2,0,0,0,0,3,1,0,1,2,0,5,0,1,1,2,3,2
stays,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
steadily,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
steady,1,0,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,1,0,0
steal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
stealing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stealth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stealthily,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
steam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
steamed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
steaming,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
steel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
steep,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2,1,0,1
steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
stems,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stench,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stentorian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
step,1,3,0,1,4,1,10,6,3,2,3,4,4,3,5,2,4,9,4,3
step.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stepmother,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
stepmothers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
steppe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
stepped,0,0,1,0,1,5,2,1,0,1,2,2,6,1,1,6,4,12,3,2
steppes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
stepping,0,0,0,0,2,1,0,1,0,5,3,0,2,0,1,2,1,1,1,1
steps,2,0,1,3,6,5,1,4,5,19,10,6,8,5,3,12,8,20,10,6
stereotyped,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sterlet,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
sterlets,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stern,0,0,1,1,4,3,2,2,1,1,3,4,2,5,2,2,6,3,2,5
stern-looking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sternly,0,0,0,1,4,2,0,1,1,2,0,0,3,2,0,3,8,4,5,2
sternness,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stew,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steward,0,0,0,0,0,0,0,1,0,7,14,0,1,1,0,2,2,3,0,4
stewards,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0
stick,0,0,0,0,0,2,0,3,0,0,0,0,2,2,3,2,6,1,0,2
sticking,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0
sticks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sticky,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
stiff,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
stiffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stiffened,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
stiffly,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
stiffness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stifle,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0
stifled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0
stifles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stifling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
still,8,12,6,13,22,17,17,16,36,31,30,20,49,33,58,41,51,54,46,40
still-deeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
still-green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
still-stronger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
still-unplastered,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
